ANO_EMISSAO,MES_MISSAO,UF,MUNICIPIO,STATUS_REGISTRO,ESPECIE_ARMA,MARCA_ARMA,CALIBRE_ARMA,SEXO,CATEGORIA,TOTAL
2024,1,AC,BUJARI,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),28,M,Cidadão,1
2024,1,AC,CRUZEIRO DO SUL,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,AC,RIO BRANCO,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),36,M,Cidadão,1
2024,1,AC,RIO BRANCO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,3
2024,1,AC,RIO BRANCO,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Servidor Público(Porte por prerrogativa de função),2
2024,1,AC,SENA MADUREIRA,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),20,M,Cidadão,1
2024,1,AC,SENA MADUREIRA,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,AC,TARAUACÁ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AL,ARAPIRACA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AL,ARAPIRACA,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Cidadão,1
2024,1,AL,COLÔNIA LEOPOLDINA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,AL,JOAQUIM GOMES,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AL,JUNQUEIRO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AL,MACEIÓ,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,AL,MACEIÓ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,4
2024,1,AL,MACEIÓ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,AL,MACEIÓ,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,AL,MAJOR ISIDORO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AL,MARAGOGI,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AL,MARIBONDO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AL,MESSIAS,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AL,SÃO MIGUEL DOS CAMPOS,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,AL,SÃO MIGUEL DOS CAMPOS,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AL,TAQUARANA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AM,BOA VISTA DO RAMOS,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,2
2024,1,AM,CANUTAMA,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Cidadão,1
2024,1,AM,ITACOATIARA,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,AM,ITACOATIARA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,3
2024,1,AM,ITACOATIARA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,AM,JUTAÍ,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Cidadão,1
2024,1,AM,MANACAPURU,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Cidadão,1
2024,1,AM,MANACAPURU,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,AM,MANAUS,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Cidadão,6
2024,1,AM,MANAUS,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),20,M,Cidadão,1
2024,1,AM,MANAUS,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,3
2024,1,AM,MANAUS,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,41
2024,1,AM,MANAUS,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,F,Cidadão,1
2024,1,AM,MANAUS,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Cidadão,6
2024,1,AM,MANAUS,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,2
2024,1,AM,NOVO AIRÃO,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),20,M,Cidadão,1
2024,1,AM,URUCARÁ,Ativo/Válido,Espingarda,BOITO (E.R. AMANTINO & CIA),12,M,Cidadão,1
2024,1,AP,MACAPÁ,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,AP,MACAPÁ,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),20,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,AP,MACAPÁ,Ativo/Válido,Pistola,IMBEL,380,M,Cidadão,1
2024,1,AP,MACAPÁ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,2
2024,1,AP,PRACUÚBA,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38,M,Cidadão,1
2024,1,AP,SANTANA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,BA,ADUSTINA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,BA,ANDARAÍ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,BA,BARREIRAS,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,2
2024,1,BA,BARREIRAS,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,BA,CAMAÇARI,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,BA,CANDEIAS,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,BA,COARACI,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,2
2024,1,BA,CORRENTINA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,BA,FEIRA DE SANTANA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,BA,FEIRA DE SANTANA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,BA,IBIASSUCÊ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,BA,IBOTIRAMA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,BA,ITABUNA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,BA,JAGUAQUARA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,BA,JEQUIÉ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,9 mm,F,Servidor Público(Porte por prerrogativa de função),1
2024,1,BA,JUAZEIRO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,BA,MATA DE SÃO JOÃO,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,BA,QUEIMADAS,Ativo/Válido,Pistola,"TANFOGLIO (TANFOGLIO, FRATELLI/GIUSEPPE)",380,M,Cidadão,1
2024,1,BA,SALVADOR,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,380,M,Cidadão,1
2024,1,BA,SALVADOR,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,6
2024,1,BA,SALVADOR,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.40,M,Cidadão,1
2024,1,BA,SANTA RITA DE CÁSSIA,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,BA,SÃO DESIDÉRIO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,BA,TEIXEIRA DE FREITAS,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,CE,CANINDÉ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,CE,CASCAVEL,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38,M,Cidadão,1
2024,1,CE,CAUCAIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,CE,CRATO,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,CE,EUSÉBIO,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,CE,EUSÉBIO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.40 S&W,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,CE,FORTALEZA,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,CE,FORTALEZA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.40 S&W,M,Servidor Público(Porte por prerrogativa de função),4
2024,1,CE,FORTALEZA,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Cidadão,1
2024,1,CE,IGUATU,Ativo/Válido,Pistola,SMITH & WESSON,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,CE,ITAITINGA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,CE,ITAITINGA,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Cidadão,1
2024,1,CE,JUAZEIRO DO NORTE,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,CE,JUAZEIRO DO NORTE,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,CE,JUAZEIRO DO NORTE,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,CE,MARACANAÚ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,380,M,Cidadão,1
2024,1,CE,PENTECOSTE,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,380,M,Cidadão,1
2024,1,CE,SOBRAL,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,CE,TIANGUÁ,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,DF,BRASÍLIA,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Cidadão,1
2024,1,DF,BRASÍLIA,Ativo/Válido,Pistola,ALFA-PROJ (SPOL S.R.O.),.380 ACP,M,Cidadão,1
2024,1,DF,BRASÍLIA,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,2
2024,1,DF,BRASÍLIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.22 LR,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,DF,BRASÍLIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,380,M,Cidadão,1
2024,1,DF,BRASÍLIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,6
2024,1,DF,BRASÍLIA,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Cidadão,2
2024,1,ES,AFONSO CLÁUDIO,Ativo/Válido,Carabina,ROSSI (AMADEO ROSSI S.A.),.357 Mag,M,Cidadão,1
2024,1,ES,AFONSO CLÁUDIO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.22 LR,M,Cidadão,1
2024,1,ES,ALTO RIO NOVO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,ANCHIETA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,F,Cidadão,1
2024,1,ES,ARACRUZ,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,ES,ARACRUZ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,5
2024,1,ES,ATILIO VIVACQUA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,BARRA DE SÃO FRANCISCO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,BARRA DE SÃO FRANCISCO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,ES,BARRA DE SÃO FRANCISCO,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,BOA ESPERANÇA,Ativo/Válido,Carabina,ROSSI (AMADEO ROSSI S.A.),.357 Mag,M,Cidadão,1
2024,1,ES,BOA ESPERANÇA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,3
2024,1,ES,BREJETUBA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,CACHOEIRO DE ITAPEMIRIM,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,4
2024,1,ES,CARIACICA,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,ES,CARIACICA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,10
2024,1,ES,COLATINA,Ativo/Válido,Pistola,ALFA-PROJ (SPOL S.R.O.),.380 ACP,M,Cidadão,1
2024,1,ES,COLATINA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,5
2024,1,ES,COLATINA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,3
2024,1,ES,CONCEIÇÃO DA BARRA,Ativo/Válido,Pistola,IMBEL,380,M,Cidadão,1
2024,1,ES,CONCEIÇÃO DA BARRA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,2
2024,1,ES,DOMINGOS MARTINS,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,3
2024,1,ES,ECOPORANGA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,FUNDÃO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,F,Cidadão,1
2024,1,ES,GOVERNADOR LINDENBERG,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Cidadão,1
2024,1,ES,GUARAPARI,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,F,Cidadão,1
2024,1,ES,GUARAPARI,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,4
2024,1,ES,GUAÇUÍ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,IRUPI,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,F,Cidadão,1
2024,1,ES,ITAGUAÇU,Ativo/Válido,Espingarda,HUGLU,12,M,Cidadão,1
2024,1,ES,ITAGUAÇU,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,ES,ITAGUAÇU,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,F,Cidadão,1
2024,1,ES,ITAGUAÇU,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,ITAPEMIRIM,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,2
2024,1,ES,ITARANA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,ITARANA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,IÚNA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,JAGUARÉ,Ativo/Válido,Carabina,ROSSI (AMADEO ROSSI S.A.),.357 Mag,M,Cidadão,1
2024,1,ES,LINHARES,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.22 LR,M,Cidadão,1
2024,1,ES,LINHARES,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,2
2024,1,ES,LINHARES,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,MARECHAL FLORIANO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,9 mm,M,Cidadão,1
2024,1,ES,MARECHAL FLORIANO,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,MARILÂNDIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,3
2024,1,ES,MARILÂNDIA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,2
2024,1,ES,MIMOSO DO SUL,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,MUQUI,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,NOVA VENÉCIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,4
2024,1,ES,NOVA VENÉCIA,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Cidadão,1
2024,1,ES,PANCAS,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Cidadão,1
2024,1,ES,PEDRO CANÁRIO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,5
2024,1,ES,PINHEIROS,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,ES,RIO BANANAL,Ativo/Válido,Pistola,ALFA-PROJ (SPOL S.R.O.),.380 ACP,M,Cidadão,1
2024,1,ES,RIO BANANAL,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,4
2024,1,ES,SANTA LEOPOLDINA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,SANTA MARIA DE JETIBÁ,Ativo/Válido,Carabina,ROSSI (AMADEO ROSSI S.A.),.38 SPL,M,Cidadão,1
2024,1,ES,SANTA MARIA DE JETIBÁ,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,2
2024,1,ES,SANTA TERESA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,SERRA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,F,Cidadão,2
2024,1,ES,SERRA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,17
2024,1,ES,SOORETAMA,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Cidadão,1
2024,1,ES,SOORETAMA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,SOORETAMA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,SÃO DOMINGOS DO NORTE,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,F,Cidadão,1
2024,1,ES,SÃO DOMINGOS DO NORTE,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,SÃO GABRIEL DA PALHA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,F,Cidadão,2
2024,1,ES,SÃO GABRIEL DA PALHA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,SÃO MATEUS,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.22 LR,F,Cidadão,1
2024,1,ES,SÃO MATEUS,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,3
2024,1,ES,SÃO MATEUS,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 MAGNUM,M,Cidadão,1
2024,1,ES,SÃO ROQUE DO CANAÃ,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,VARGEM ALTA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,VENDA NOVA DO IMIGRANTE,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,ES,VIANA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,4
2024,1,ES,VILA PAVÃO,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Cidadão,1
2024,1,ES,VILA VALÉRIO,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,3
2024,1,ES,VILA VELHA,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,2
2024,1,ES,VILA VELHA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,8
2024,1,ES,VILA VELHA,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.22 LR,F,Cidadão,1
2024,1,ES,VITÓRIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,F,Cidadão,1
2024,1,ES,VITÓRIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,7
2024,1,ES,VITÓRIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,ES,ÁGUA DOCE DO NORTE,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,ES,ÁGUIA BRANCA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,GO,ABADIÂNIA,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,GO,ABADIÂNIA,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Servidor Público(Porte por prerrogativa de função),1
2024,1,GO,ANÁPOLIS,Ativo/Válido,Carabina,ROSSI (AMADEO ROSSI S.A.),.357 Mag,F,Cidadão,1
2024,1,GO,ANÁPOLIS,Ativo/Válido,Carabina,ROSSI (AMADEO ROSSI S.A.),.357 Mag,M,Cidadão,1
2024,1,GO,ANÁPOLIS,Ativo/Válido,Espingarda,BOITO (E.R. AMANTINO & CIA),20,M,Cidadão,1
2024,1,GO,ANÁPOLIS,Ativo/Válido,Espingarda,BOITO (E.R. AMANTINO & CIA),28,M,Cidadão,1
2024,1,GO,ANÁPOLIS,Ativo/Válido,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,M,Cidadão,1
2024,1,GO,ANÁPOLIS,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,2
2024,1,GO,ANÁPOLIS,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.22 LR,M,Cidadão,2
2024,1,GO,ANÁPOLIS,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,16
2024,1,GO,ANÁPOLIS,Ativo/Válido,Revolver,ROSSI (AMADEO ROSSI S.A.),.38,M,Cidadão,1
2024,1,GO,ANÁPOLIS,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,F,Cidadão,1
2024,1,GO,ANÁPOLIS,Ativo/Válido,Revolver,TAURUS ARMAS S.A.,.38 SPL,M,Cidadão,1
2024,1,GO,ANÁPOLIS,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,2
2024,1,GO,APARECIDA DE GOIÂNIA,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,GO,APARECIDA DE GOIÂNIA,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,2
2024,1,GO,BARRO ALTO,Ativo/Válido,Pistola,GLOCK GMBH (ÁUSTRIA),380,M,Cidadão,1
2024,1,GO,CAIAPÔNIA,Ativo/Válido,Carabina,ROSSI (AMADEO ROSSI S.A.),.357 Mag,M,Cidadão,1
2024,1,GO,CAIAPÔNIA,Ativo/Válido,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,M,Cidadão,1
2024,1,GO,CAMPO LIMPO DE GOIÁS,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,1
2024,1,GO,CARMO DO RIO VERDE,Ativo/Válido,Espingarda,BOITO (E.R. AMANTINO & CIA),12,M,Cidadão,1
2024,1,GO,CARMO DO RIO VERDE,Ativo/Válido,Pistola,TAURUS ARMAS S.A.,.380 ACP,M,Cidadão,2
